videoId,title,description,tags,publishedAt,likeCount,commentCount,viewCount
1DQXye9NekE,another day of lip balm!! #lipbalm #dayoflipbalm #products #makeup #skincare #influencer #content,,[],2025-03-10T23:05:29Z,1320,10,40110
1DQXye9NekE,another day of lip balm!! #lipbalm #dayoflipbalm #products #makeup #skincare #influencer #content,,[],2025-03-10T23:05:29Z,1320,10,40109
aVdU3A4VVMs,skincare or makeup?!🌟🧖🏼‍♀️#influencer #preppy #viral #fypシ #blowup #grwm #makeup #skincare #fyp🪩,,[],2024-03-25T17:21:28Z,368,36,5959
6LHYNRMJxGg,I love it #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-15T15:04:33Z,9,0,744
gssvgVAbCdo,march empties review!! #grwm #empties #purchaseorpass #influencer #deinfluencing #makeup #skincare,march empties review!! #grwm #empties #purchaseorpass #influencer #deinfluencing #makeup #skincare #sephora,['#grwm #empties #purchaseorpass #influencer #deinfluencing #makeup #skincare #sephora'],2025-04-07T17:00:18Z,17,0,788
h5YQu1ajzxs,Indian Dupes of Viral Beauty Products,,[],2024-11-05T07:36:32Z,136835,270,2303026
9BjIGWAnuUo,grwm #makeup #skincare #vanity #subscribe #aesthetic #grwm #preppy #influencer,,[],2025-01-11T02:03:27Z,0,0,43
EDsfn6wiz-0,Models Only Use THESE 4 Skincare Products for Clear Skin 💓,"#makeup tips, #beauty hacks, #skincare routine, #glowing skin, #budget beauty tips, #DIY beauty, #makeup tutorial, #natural makeup look, #flawless makeup, #skincare tips, #glow up, #beauty on a budget, #makeup for beginners, #makeup hacks, #flawless skin, #easy makeup looks, #beauty routine, #self-care tips, #skincare products, #makeup transformation, #affordable beauty, #beauty influencer, #skincare hacks, #glowing skin tips, #makeup tricks,  skin, #everyday makeup","['#makeup tips', '#beauty hacks', '#skincare routine', '#glowing skin', '#budget beauty tips', '#DIY beauty', '#makeup tutorial', '#natural makeup look', '#flawless makeup', '#skincare tips', '#glow up', '#beauty on a budget', '#makeup for beginners', '#makeup hacks', '#flawless skin', '#easy makeup looks', '#beauty routine', '#self-care tips', '#skincare products', '#makeup transformation', '#affordable beauty', '#beauty influencer', '#skincare hacks', '#glowing skin tips', '#makeup tricks', 'skin', '#everyday makeup']",2025-04-19T13:11:00Z,9459,45,386195
Cmw6rqlOAbA,christmas came early 🤩🤩 #prhaul #prunboxing #haul  #influencer #makeup #skincare #sephora #usa,christmas came early 🤩🤩 #prhaul #prunboxing #haul  #influencer #makeup #skincare #sephora #usa,['#prhaul #prunboxing #haul #influencer #makeup #skincare #sephora #usa'],2024-12-20T17:16:28Z,121,0,2107
ktXPEorqTJA,#preppy #beautyinfluencer #skincare #influencer #makeup #beauty #skincarebeauty #viral #grwm #fyp,,[],2025-04-28T14:19:19Z,53,8,4629
JdcSQrSAzTo,korean skincare #makeup #influencer #grwm #skincare #beauty #selfcare #koreanskincare #sephora,,[],2024-07-19T15:57:20Z,132,12,4039
sTLe4DBoOYY,Should I try PR box influencing? #influencer #prbox #makeup #skincare #capcut #kpop #sephora,,[],2025-04-18T18:31:05Z,31,0,1590
1Qp1nphvMwo,so excited to try this out! #haul #skincare #pr #influencer #makeup,,[],2025-01-23T01:44:28Z,173,9,1795
0FmvO9BMzPA,glossy or matte? #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-26T09:41:03Z,303,2,10203
-RHAedq7u4I,my summer skincare routine before makeup.  #beauty #influencer #makeup #skincare,,[],2023-04-09T17:26:09Z,0,0,451
D8qphgzZynQ,#skincare#youtube #shorts #beautyinfluencer #preppy #influencer #summer #makeup #skincarebeauty #fyp,,[],2025-04-26T16:10:38Z,81,7,4515
PgDZCshmQ50,Day one of trying to become an influencer! 💗🧸🥂 #makeup #skincare #grwm #ootd,,[],2025-03-19T05:59:46Z,30,0,986
NUu5fRxOuOI,Makeup essentials 💋🤎 #youtubeshorts #shorts  #influencer #makeup #skincare,,[],2023-01-15T01:53:21Z,36,0,1403
odiYQObAS5c,VIRAL MAKEUP PRODUCTS💅🏼YAY OR NAY❓#makeup,"#viralmakeup #rhode #summerfridays #makeuptutorial #makeup #makeupreview 



viral makeup, product review, hailey beiber, rhode, lip gloss, summer fridays gloss, milk makeup, milk jelly tint, makeup look, everyday makeup look, gisou lip oil",[],2024-08-21T13:01:03Z,171892,524,2806843
tvNREEMJcE4,A week worth of nano influencer’s PR🎁#prpackage #makeup #skincare,,[],2024-02-21T20:56:45Z,28,2,579
ptKjF7gpgXg,PR I received recently! #makeup #skincare #aesthetic #contentcreator #influencer,,[],2024-04-15T13:59:16Z,6,2,48
iv1Au5xpIyA,I LOVE @ipsy #ipsy #influencer #makeup #beauty #beautyproducts #skincare #fyp #viral #preppy #cute,,[],2024-12-15T01:53:14Z,140,29,2808
mAg5isl9dWA,skincare fav ✨ #aesthetic #influencer #makeup #myaesthetic #beauty,,[],2023-04-10T16:13:28Z,14,0,240
z9p3V3mqx4c,Brutally HONEST REVIEW on Kriti Sanon’s Skincare Brand HYPHEN ! #shorts #ashortaday,,[],2024-09-26T15:35:31Z,118867,222,2820000
qLyFjwgrd_o,grwm #makeup #skincare #vanity #subscribe #aesthetic #grwm #preppy #influencer,,[],2025-01-11T02:04:20Z,0,0,66
mVE8WTwJRIE,my current fav! #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-08-01T12:27:19Z,16,0,497
pQH5mlGaufQ,Another haul 🎀 #nykaahaul #makeup #skincare #influencer,Laneige 4 piece lip kit involves 3 mini lip masks and one full sized lip balm 🎀,[],2024-09-08T12:13:21Z,3,0,73
73GF6j9JNu0,I Bought A $2000 Makeup Mystery Box From An INFLUENCER!,"MYSTERY UNBOXING IS BACK! I spent $2000 on a makeup mystery box from a popular INFLUENCER. It was filled with PR, new makeup, old makeup, and a few crazy items as well... but for once... the makeup look wasn't that bad. ENJOY!

☎️ Stream Call Me Back  » https://JamesCharles.lnk.to/CallMeBack
🎥 Previous Video » https://youtu.be/OpE_PFPPEP0?si=7NTEoevQI5anfI5z
🎨 NEW Basic Canvas Palette available now, Create Paints RESTOCKED!
🛒 Shop Painted! » http://painted.co

💞 Social Media
Instagram » http://instagram.com/jamescharles
TikTok » http://tiktok.com/@jamescharles
Painted » http://instagram.com/painted.co
Painted » http://tiktok.com/@painted.co

💌 Business Inquiries » business@spinandco.com

🔥 Video Team
Creative Director: Louis Gargiula http://instagram.com/louisgargiula
Creative Assistant: Trevor Garcia http://instagram.com/igtrevor
Graphics: Michael Rusakov http://instagram.com/michael.ny
Editor: Dan Nadify http://twitter.com/nadifyy","['james', 'james charles', 'makeup artist', 'mua', 'easy makeup', 'how-to', 'reviews', 'tutorials', 'funny videos', 'beauty tips', 'hacks', 'beauty', 'sister', 'morphe', 'james charles x morphe', 'guru', 'lips', 'beauty hacks', 'makeup routines', 'prom makeup', 'tik tok makeup', 'tik tok hacks', 'tik tok beauty hacks', 'tiktok', 'painted', 'painted by james charles', 'painted review', 'makeup challenge', 'makeup mystery box', 'makeup unboxing', 'unboxing', 'secret makeup', '$2000 mystery box', '$1000 mystery box', 'mystery box', 'influencer pr', 'pr unboxing']",2024-03-29T19:00:49Z,65707,1995,2494079
IssKmQiRoMY,more & more #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #shein,,[],2025-04-02T08:12:25Z,7,1,1471
o_pXM0FCYSs,grwm! #makeup #skincare #vanity #subscribe #aesthetic #grwm #preppy #influencer,,[],2025-01-10T23:32:05Z,0,0,63
b3DojIFiegg,first one is my fav !#iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-22T12:15:50Z,70,2,2031
A54xPc1IOn8,❣️#iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-11-11T21:26:47Z,9,1,540
x3pzaQ1DEl8,#preppy #makeup #skincare #grwm #jellycat #glowrecipe #aesthetic #bubble #blowup #influencer #pink,,[],2025-04-19T09:03:12Z,104,1,2253
Bix9JibYFfY,Products under 399/- only #myglamm #trending #shorts #makeup #skincare #influencer #rosydanceholic,,[],2023-03-17T17:22:31Z,0,5,247
SBr-KJaVMfs,🍒 #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-23T08:08:05Z,320,4,7565
ezr998uNu9Q,my fav palette 🤍#iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-25T09:19:33Z,5,0,449
cLTw74OI7CU,💙 #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2025-03-11T07:49:59Z,3,0,53
Z-9vTPTHBFg,@skinician6554 #makeup #skincare #skincareroutine #influencer,,[],2024-01-04T11:00:29Z,4,2,131
wrWEn4ER0BQ,Not the best quality #haul #sephora #skincare #makeup #collection #wishlist #influencer,,[],2025-04-22T18:17:24Z,8,4,1308
7c7sLGsy7pU,GRWM ✨#makeup  #influencer #skincare #aesthetic #sephora #varil #beauty #beautyshorts,,[],2024-08-16T21:29:27Z,24,0,510
eCdv9mLLIiU,@serumkind Youth & Glow Serum #skincare #skincareroutine #influencer #beauty #glowingskincare #glow,,[],2025-04-25T14:45:33Z,0,0,8571
e8T-7x0UVuw,#laneige #influencerstyle #influencer #beautyproducts #makeup #skincare #haul #storytime,,[],2024-10-25T00:49:04Z,0,0,118
ULuAgG7vKRk,Korean skincare is it #iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-08-19T12:48:21Z,19,5,607
aqruKhvsniA,May's Icon Box by Ipsy  #makeup #skincare #gaming #unboxing #beauty #eyemakeup #influencer,,[],2023-05-28T04:59:30Z,5,0,73
YJINUdoNFmI,Skincare ~2 #blog #influencer #skincare #reels #allah #beauty #secret #shorts  #subscribe #makeup,,[],2023-04-06T02:00:09Z,6,0,300
c2ENt8ahxCM,day 5! #preppy #influencer #skincare #subscribe #night #beautyproducts #makeup #face #shorts #fyp,,[],2025-04-04T01:10:39Z,12,0,1514
s1S-ruM7Lhg,ASMR edition… @Glowrecipe #preppy #influencer #skincare #grwm #makeup #aesthetic #asmr,,[],2025-04-25T15:43:45Z,16,0,1287
1kVAc6AZxQk,grwm #makeup #skincare #vanity #subscribe #aesthetic #grwm #preppy #influencer,,[],2025-01-11T02:00:25Z,0,0,38
ojldVSLTTbI,(￼my opinion)✨ #aesthetic #beauty #influencer #makeup #sephora #skincare #varil #beautyshorts,,[],2024-08-16T06:46:17Z,9,0,593
uQ3XmJEWZiU,sweet fragrances 🎂✨️#bathandbodyworks  #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2025-03-02T21:09:24Z,14,0,555
L3Uuemji3JU,my current fav !#iherb #yesstyle #influencer #skincare #skincareroutine #makeup #skincaretips,,[],2024-07-19T10:13:52Z,16,0,602
